Class,rico:identifier,rico:hasRecordSetType,dcterms:title,dcterms:description,dcterms:dateInterv,dcterms:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition,SOCIETES-DROP,INSTRUMENTS-DROP,DOC_ECRIT_DROP,rico:documents,dcterms:isVersionOf,rico:isDraftOf,rico:hasOrHadSubject,rico:hasDocumentaryFormType,rico:locationURI,rico:locationOS
rico:RecordSet,B13.2.2,Sous-dossier d'archives,,Lettres d'Augustine Seguin à sa fille Paula (env. 1870 ?),1869/1870,,,,,,,B13.2,,,,,,,,,,,,
rico:Record,B13.2.2/1,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du retour à Lyon de Paula, de la légère maladie de son frère. Augustine recommande la lecture de ""Vie de MM de Mirandon"" par Mme Alfred Bonneau (?)",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/10,,,"Lettre d'Augustine Seguin à sa fille Paula à propos d'un retard du fait de ""la détresse dans lequel se trouve notre pays"", à propos d'Alphonsine qui va rejoindre son mari et d'Henry qui a fait bon voyage",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/11,,,Lettre d'Augustine Seguin à Félix Mangini pour le féliciter de ses succès et le remercier de ne pas avoir répondu aux attaques de son adversaire politique,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/12,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de sa fatigue, des ""agitations de la politique à propos des élections ont été cause de beaucoup de paroles inutiles qui m'ont fatiguée la poitrine et notre chère ville a voté en majorité pour les candidats démocrates, heureusement"" et des différents invités à Varagnes",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/13,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du voyage qu'ils viennent d'achever avec Marc, qui a été intéressé par les récits de Mme Binet. ils ont été acceuillis à St Rambert par tous les employés de la gare puis elle écrit à propos de sa rencontre avec Jospeh de Montgolfier dans le train et du fait que tout le monde était heureux de les voir rentrer ""à cause de Mme Vessière""",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/14,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'accouchement de la belle-soeur Mangini de Paula, de son futur voyage à Lyon",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/15,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la"" nourrice de Félicie"" (Pauline Consiglieri?), de Claudine qui était tombée et au frère d'Augustine malade ""qui voulait tant faire l'acquisition des Pins"".",,1869-05-31,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,3913
rico:Record,B13.2.2/16,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'attente qu'elle avait de l'arrivée de Paula et de la maladie de Mme Mangini, belle mère de Paula",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/17,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la vie de famille,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/18,,,"Lettre d'Augustine Seguin à sa fille Paula à propos d'un pantalon d'Étienne et de souliers à envoyer, elle demande également 150 francs à Félix Mangini dont elle enverra l'équivalent en ""objets faits""",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/19,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du jubilée de la chapelle, de la candidature de Mme Lucien dans les journaux, de la lettre de Madame Vessière",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/2,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'absence de nouvelles de ses enfants, des souffrances de l'oncle, du jour de sortie de Maria et d'une caisse envoyée à Félix Mangini",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/20,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du départ de Louis dans sa compagnie, de l'absence de nouvelles de soldats, Henri est à Paris, tante Julie a ramené la petite Paulette à sa mère, Claire prend en charge l'éducation des soeurs de Paula",1869-09-12/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,3913
rico:Record,B13.2.2/21,,,Lettre d'Augustine Seguin à sa fille Paula à propos d'un malheur que traverse Paula (mort de l'enfant de son domestique ?),1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/22,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de ses frères qui rassemblent leurs hommes dans divers cantons, de leur insturction militaire et du rôle de Dieu dans ces événements",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/23,,,Lettre d'Augustine Seguin à sa fille Paula à propos du siège de Paris,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/24,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la nouvelle vie maritale de Paula, du traitement de Félix pour son gosier, de l'enseignement aux petites soeurs de Paula",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/25,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du voyage de Paula à Paris, Augustine la charge d'aller voir Mme Lacombe. À propos de la maladie de Claudine et du pauvre oncle.",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/26,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du gosier de Félix, de la mort de Mme Gervaix (?) à Rome",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/27,,,"Lettre d'Augustine Seguin à sa fille Paula à propos d'un voyage de Paula, d'un accident qu'elle a eu récemment, de la petite vérole qui sévit dans la compagnie dirigée par Étienne, de l'examen de Louise",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/28,,,"Lettre d'Augustine Seguin à Félix Mangini à propos de l'avenir de son neveu, elle le remercie d'être ""son interprète (...) auprès de votre frère""",1869/1870,,3956,,3933,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/29,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de nouvelles de la famille, de la maladie d'Arnaud de Montgolfier",1869-07-20/1870-07-20,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/3,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de Félicie absorbée dans le chagrin, de l'oncle toujours gravement atteint et de Marc toujours le même",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/30,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la tenue d'une maison,1869-03-10/1870-03-10,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/31,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la maladie de Louise et du choix des domestiques,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/32,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'envoi de grenade par Paula à son père, d'envoi de buvard, achat de jeux pour Maria",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/33,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la lassitude d'Augustine, de l'envoi de blouses et d'une peau de cygne",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/34,,,Lettres de Louis et Augustine Seguin à Paula à propos de la mort de Maxime,,1870-05-30,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/35,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de ses frères, de leur contentement d'avoir une position militaire",1869-09-21/1870-09-21,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/36,,,Lettre d'Augustine Seguin à sa fille Paula à propos de l'envoi que Paula lui a fait de son portrait et de celui de son mari et du voyage de ses petites soeurs au Grau du roi,1869-06-25/1870-06-25,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/37,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de nouvelles de Marc données par ses frères, de la crèche, du chagrin de Mme Augustin et des fêtes (de Noël ?)",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/38,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la difficulté de leur retour du fait des mobilisés,1869-03-08/1870-03-08,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/39,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la chaleur, du voyage de Félicie par Saint-Étienne",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/4,,,Lettre d'Augustine Seguin à sa fille Paula à propos d'Augustine qui aurait voulu que Louis revienne distraire son père,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/40,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la santé de Paula,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/41,,,Lettre d'Augustine Seguin à sa fille Paula à propos d'un dépèche d'Alphonsine de Montgolfierconcernantun voyage,1869-03-24/1870-03-24,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/42,,,Lettre d'Augustine Seguin à sa fille Paula à propos du bébé et nouvelles des uns et des autres,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/43,,,Lettre d'Augustine Seguin à sa fille Paula à propos de l'état de la France,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/44,,,Lettre d'Augustine Seguin à sa fille Paula à propos de son oncle et de sa tante et nouvelles de la famille,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/45,,,Lettre d'Augustine Seguin à sa fille Paula à propos de nouvelles de la famille,1869-03-15/1870-03-15,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/46,,,Lettre d'Augustine Seguin à sa fille Paula à propos de son voyage à Lyon qu'elle repousse,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/47,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'envoi d'une caisse, du gosier de Félix",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/48,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du devoir de mère, de visites à ses enfants, d'un règlement de facture pour des vases",1869-11-12/1870-11-12,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/49,,,Lettre d'Augustine Seguin à sa fille Paula à propos des orages,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/5,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du froid, des précautions à prendre, de la toux de Louis et du tout petit qui ""est un charmant bébé""",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/50,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la venue probable de Paula,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/51,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de maladies des membres de la famille (fièvre typhoïde, etc.)",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/52,,,Lettre d'Augustine Seguin à sa fille Paula à propos de son affection pour elle,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/53,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la vie de famille et de la neige,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/54,,,Lettre d'Augustine Seguin à sa fille Paula à propos du retour des frères de Paula de Florence,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/55,,,Lettre d'Augustine Seguin à sa fille Paula à propos de nouvelles de Paula et son mari,1869-02-17/1870-02-17,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/56,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la maladie de l'oncle Laurent, la remercie des vases qu'elle a envoyés",1869-01-25/1870-01-25,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/57,,,Lettre d'Augustine Seguin à sa fille Paula à propos de deuils (mort de Félicie ?),1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/58,,,Lettre d'Augustine Seguin à sa fille Paula à propos d'un deuil dans la famille Mangini,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/59,,,Lettre d'Augustine Seguin à sa fille Paula pour donner des nouvelles de ses petites soeurs,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/6,,,Lettre d'Augustine Seguin à sa fille Paula à propos des fêtes de Noël et de l'absence de Paula,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/60,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la santé de Loulou, de la manière d'employer son temps lirsque l'on voit peu son mari",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,3913
rico:Record,B13.2.2/61,,,Lettre d'Augustine Seguin à sa fille Paula à propos du fait qu'ils ne sont plus que 12 à Varagnes,1869-01-23/1870-01-23,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/62,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la ven ue de tante pauline, d'Alphonse et sa femme, de la chute d'Étienne quin l'empêche de marcher",1869-09-02/1870-09-02,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/63,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la fièvre de Marc (petit-fils),1869-06-02/1870-06-02,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/64,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la guerre,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/65,,,Lettre d'Augustine Seguin à sa fille Paula à propos de diverses nouvelles de la famille,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/66,,,"Lettre d'Augustine Seguin à sa fille Paula à propos d'un malheur, du voyage d'Étienne et d'aumônes aux Sainte-Claire de Lyon",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/67,,,Lettre d'Augustine Seguin à Félix Mangini à propos des nouvelles qu'il donne de Paula et pour qu'ils se rendent à Paris voir Madame Lacombe,1869/1870,,3956,,3933,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/7,,,Lettre d'Augustine Seguin à sa fille Paula à propos des préparatifs des fêtes. Augustine demandes des nouvelles du nouveau rôle de maîtresse de maison à Paula et décrit sa visite à Élisabeth,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/8,,,Lettre d'Augustine Seguin à sa fille Paula à propos de 150 francs que Félix Mangini lui a envoyé contre une caisse de vêtements et nouvelles de la guerre,1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:Record,B13.2.2/9,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la tournée d'affaires de Félix Mangini, du fait que Marc a le cerveau pris et rumine d'être renfermé, que les frères de Paula viennent causer avec lui de temps en temps et s'occupent à classer ses affaires, en attendant qu'ils reprennent leurs études la semaine prochaine",1869/1870,,3956,,3952,,,B13.2.2,,,,,,,,,,Correspondance,,
rico:RecordSet,B13.2.3,Sous-dossier d'archives,,Lettre d'Augustine Seguin à Louise Mangini (s.d.),1869/1870,,,,,,,B13.2,,,,,,,,,,Correspondance,https://sws.geonames.org/7874015/ Fontenay,
rico:RecordSet,B13.2.4,Sous-dossier d'archives,,Lettres d'Étienne Seguin à ses parents,,1871,,,,,,B13.2,,,,,,,,,,,,
rico:Record,B13.2.4/1,,,Lettre d'Étienne Seguin à son père à propos de ce qu'il vit à la guerre,,1871-03-02,3954,,3970,,,B13.2.4,,,,,,,,,,Correspondance,https://sws.geonames.org/2990440/ Nice,
rico:Record,B13.2.4/2,,,Lettre d'Étienne Seguin à sa mère à propos de l'accouchement de Félicie et de son voyage à Naples,,,3954,,3956,,,B13.2.4,,,,,,,,,,Correspondance,,
rico:RecordSet,B13.2.5,Sous-dossier d'archives,,Lettres de Louis Seguin à Paula,1867/1869,,,,,,,B13.2,,,,,,,,,,,,
rico:Record,B13.2.5/1,,,Lettre de Louis Seguin à Paula à propos de la fièvre de Louise,,1867-01-06,3953,,3952,,,B13.2.5,,,,,,,,,,Correspondance,,
rico:Record,B13.2.5/2,,,"Lettre de Louis Seguin à Paula à propos de la fièvre de Louise, d'une visite de la soeur de Melle clémence, des cousines de Mauvant",,1869-01-08,3953,,3952,,,B13.2.5,,,,,,,,,,Correspondance,,
rico:Record,B13.2.5/3,,,"Lettre de Louis Seguin à Paula à propos du voyage de paula à Paris, d'Étienne Mntgolfier qui quitte l'Ain pour aller étudier la fabrication du papier dans le nord",,1869-06-16,3953,,3952,,,B13.2.5,,,,,,,,,,Correspondance,,
rico:RecordSet,B13.2.6,Sous-dossier d'archives,,"Lettres de Pauline Desgrand, née Seguin à Paula",1869/1870,,,,,,,B13.2,,,,,,,,,,,,
rico:Record,B13.2.6/1,,,"Lettre de Pauline Desgrand à Paula à propos des voeux de nouvelle année, du fait que Paula ait surmonté sa timidité, de son jour de l'an",,1869-01-08,3963,,3952,,,B13.2.6,,,,,,,,,,Correspondance,https://sws.geonames.org/2992953/ Montbard,
rico:Record,B13.2.6/2,,,Lettre de Pauline Desgrand à Paula Seguin à propos de la santé de leurs parents,,1869-05-07,3963,,3952,,,B13.2.6,,,,,,,,,,Correspondance,,
rico:Record,B13.2.6/3,,,"Lettre de Pauline Desgrand à Paula à propos des voeux de nouvelle année, de la maladie de Laurent et de Maria, de leurs séjours à Varagnes",,1870-01-08,3963,,3952,,,B13.2.6,,,,,,,,,,Correspondance,https://sws.geonames.org/2992953/ Montbard,
rico:Record,B13.2.6/4,,,Lettre de Pauline Desgrand à Paula à propos des nouvelles que Paula a donné de Varagnes,,1870-04-07,3963,,3952,,,B13.2.6,,,,,,,,,,Correspondance,https://sws.geonames.org/2992953/ Montbard,
rico:Record,B13.2.6/5,,,"Image religieuse dessinée de Thérèse pour Pauline Desgrand portant mention ""Si Pauline veut me prouver qu'elle m'aime elle conservera ce souvenir jusqu'à son retour et mettra en bas sa signature s'engageant à cela, Thérès ; Je te le promets, Pauline Seguin""",,,,Thérèse (de Montgolfier),3963,,,B13.2.6,,,,,,,,,,Archives familiales,,
rico:RecordSet,B13.2.7,Sous-dossier d'archives,,"Lettres de Julie de Montgolfier, née Seguin à Paula",1868/1870,,,,,,,B13.2,,,,,,,,,,,,
rico:Record,B13.2.7/1,,,"Lettre de Julie de Montgolfier à Paula à propos de sa ""course déconfite de La Pérolière"", de la maladie d'Auguste, d'un tableau qu'elle a pein d'un Saint-Joseph",,1868-11-05,3961,,3952,,,B13.2.7,,,,,,,,,,Correspondance,https://sws.geonames.org/7874015/ Fontenay,
rico:Record,B13.2.7/2,,,Lettre de Julie de Montgolfier à Paula à propos d'une maladie de Félix,,1869-03-22,3961,,3952,,,B13.2.7,,,,,,,,,,Correspondance,https://sws.geonames.org/7874015/ Fontenay,
rico:Record,B13.2.7/3,,,Lettre de Julie de Montgolfier à Paula à propos des voeux de bonne année,,1870-01-10,3961,,3952,,,B13.2.7,,,,,,,,,,Correspondance,https://sws.geonames.org/7874015/ Fontenay,
rico:Record,B13.2.7/4,,,Lettre de Julie de Montgolfier à Paula à propos de la nomination de Félix au conseil général à nouveau,,1870-06-22,3961,,3952,,,B13.2.7,,,,,,,,,,Correspondance,https://sws.geonames.org/7874015/ Fontenay,
rico:Record,B13.2.7/5,,,"Lettre de Julie de Montgolfier à Paula à propos de la guerre et de ses fils enrolés. Auguste est au fort Bicètre, Henri en instruction, Raymond organise la garde nationale à Montbard",,1870-09-05,3961,,3952,,,B13.2.7,,,,,,,,,,Correspondance,https://sws.geonames.org/7874015/ Fontenay,
rico:RecordSet,B13.3,Dossier d'archives,,Correspondance avec la famille éloignée et les amis des Mangini (1853-années 1870),1853/1871,,,,,,,B13,,,,,,,,,,,,
rico:RecordSet,B13.3.1,Sous-dossier d'archives,,Lettres de J. Bugey aux Mangini,1858/1859,,,,,,,B13.3,,,,,,,,,,,,
rico:Record,B13.3.1/1,,,Lettre de Jenny (?) Bugey à Marie à propos du malheur que Marie traverses et nouvelles de diverses de leurs amies,,1858-05-02,,Jenny Bugey,3923,,,B13.3.1,,,,,,,,,,Correspondance,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B13.3.1/2,,,"Lettre de Jenny (?) Bugey à madame Mangini à propos de l'achat de la Valsonnière, du mariage d'Odine et des noces d'autres jeunes filles de leur connaissance",,1859-05-09,,Jenny Bugey,3934,,,B13.3.1,,,,,,,,,,Correspondance,https://sws.geonames.org/2996944/ Lyon,
rico:RecordSet,B13.3.10,Sous-dossier d'archives,,Lettres de Claire ? à Paula et à Félicie,,1869,,,,,,B13.3,,,,,,,,,,,,
rico:Record,B13.3.10/1,,,Lettre de Claire ? à Paula pour la prier de l'excuser du retard de sa lettre et donner des nouvelles,,1869-05-18,,Claire,3952,,,B13.3.10,,,,,,,,,,Correspondance,,
rico:Record,B13.3.10/2,,,Lettre de Claire ? à Félicie à propos de leurs souvenirs communs à Évian,,1869,,Claire,3949,,,B13.3.10,,,,,,,,,,Correspondance,,
rico:RecordSet,B13.3.11,Sous-dossier d'archives,,Lettre de Francisque du Peloux à Madame Basset,,1859,,,,,,B13.3,,,,,,,,,,Correspondance,,
rico:RecordSet,B13.3.12,Sous-dossier d'archives,,Lettres d'amis et de proches,1855/1871,,,,,,,B13.3,,,,,,,,,,,,
rico:Record,B13.3.12/1,,,Lettre de nouvelles d'amies,,1858-02-24,,Sophie Reyman,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2973886/ Souzy,
rico:Record,B13.3.12/10,,,Lettre de nouvelles d'amies,1855/1871,,,B. Lynard,3952,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/11,,,Lettre de nouvelles d'amies,1855/1871,,,Augustine Bous,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/12,,,Lettre de nouvelles d'amies,1855-03-14/1871-03-14,,,Antoni Balaÿ,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2980291/ Saint-Étienne,
rico:Record,B13.3.12/13,,,Lettre de nouvelles d'amies,1855-01-04/1871-01-04,,,L. Chais,3952,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/14,,,Lettre de nouvelles d'amies,1855-12-21/1871-12-21,,,P. Bonnon,3952,,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/3037514/ Annonay,
rico:Record,B13.3.12/15,,,Lettre de nouvelles d'amies,1855-06-07/1871-06-07,,,B. Lynard,3952,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/16,,,Lettre de nouvelles d'amies,,1869-06-27,,Thérèse (de Montgolfier),3952,,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2975893/ Mauvent (Satillieu),
rico:Record,B13.3.12/17,,,Lettre de nouvelles d'amies,,,,B. de Montgolfier,3952,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/18,,,Lettre de nouvelles d'amies,,1869-09-06,,L. P.,3952,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/19,,,Lettre de nouvelles d'amies,,1857-07-21,,Lydie Luquet de Saint-Germain née de Montgolfier,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/2,,,Lettre de nouvelles d'amies,,1859-07-26,,E. Chomé,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B13.3.12/20,,,Lettre de nouvelles d'amies,,1858-01-24,,Anaïs Rivoyre,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B13.3.12/21,,,Lettre de nouvelles d'amies,,1858-04-28,,Soeur Louise,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2996944/ Lyon,
rico:Record,B13.3.12/22,,,Lettre de nouvelles d'amies,,,,Francisque Aynard,3952;3933,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/23,,,Lettre de nouvelles d'amies,,1862-04-01,,,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2973886/ Souzy,
rico:Record,B13.3.12/24,,,Lettre de nouvelles d'amies,,1859-03-08,,Lucie Dufournel,3934,,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/3014784/ Gray,
rico:Record,B13.3.12/25,,,Lettre à propos de soutien à Marie après la perte de son fils,,1859-07-25,,Sophie Dervieu,3923,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/26,,,Lettre à propos de soutien à Marie après la perte de son fils,,1859-08-15,,Victorine Mercier,3923,,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/27,,,Lettre à propos de la perte de la fille de Lucien,,1870-02-01,,Portet,3934,,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2988507/ Paris,
rico:Record,B13.3.12/28,,,Lettre à propos de l'éventuelle venue des Mangini en Savoie,,,,Eugénie Chesnel,3934,,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/2659994/ Lausanne,
rico:Record,B13.3.12/29,,,"Lettre à propos de l'absence des dames Mangini de Cassis, de l'inquiétude que cela a créé chez Élisa Jossereaux qui demande des nouvelles",,,,Élisa Jossereaux,3934,,,B13.3.12,,,,,,,,,,Correspondance,https://sws.geonames.org/3024351/ Coligny,
rico:Record,B13.3.12/3,,,Lettre de nouvelles d'amies,,1869-09-14,,,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,,3913
rico:Record,B13.3.12/30,,,Lettre de nouvelles d'amies,,,,Marie Dufournet,,Madame Mangini,,B13.3.12,,,,,,,,,,Correspondance,,
rico:Record,B13.3.12/31,,,Lettre de nouvelles d'amies,,,,L. Vve Veyssière,3952,,,B13.3.12,,,,,,,,,,Correspondance,,
