o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:identifier,dcterms:created,dcterms:available,dcterms:isPartOf,dcterms:hasPart,dcterms:dateSubmitted,dcterms:license,bibo:number,rdfs:comment,crm:P16i_was_used_for,crm:P44_has_condition,crm:P57_has_number_of_parts,crm:P70i_is_documented_in,crm:P187_has_production_plan,curation:status,modsci:hasManufacturer,modsci:hasScientificInstrumentManufacturer,modsci:instrumentUsedInScience,modsci:isManufacturerOf,modsci:usesInstrument,rico:documentedBy,rico:hasOrHadIdentifier,rico:hasOrHadPhysicalLocation,rico:descriptiveNote,rico:location,rico:measure,rico:technicalCharacteristics,schema:brand,schema:dateCreated,schema:model,schema:storageRequirements,schema:serialNumber,schema:material
4587,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Appareil astrophotographique,SEGUIN-0135,,,4572,,2022-03-28,,16772,"Gaetan Joseph Fortuné Mattioli était un fabriquant d'appareils photographiques actif à Paris entre 1880 et 1910.

La société Kodak est fondée par George Eastman en 1881 et utilise la marque ""Kodak"" à partir de 1888.","Dans les années 1880 l'astrophotographie se développe. Les lunettes ou télescopes équatoriaux, comme SEGUIN-0127, munis d'un mouvement d'horlogerie permettant de suivre les astres, autorisent des poses plus longues, facilitant la photographie du ciel profond. Cet appareil a peut-être été utilisé à cet usage.  La bague présente sur le tube pouvait permettre sa fixation dans le plan focal d'un télescope. Une roue dentée sur un côté de l'obturateur permettait probablement de régler le temps de pose.",Bon état,2,https://fr.wikipedia.org/wiki/Kodak,,Intégrité: oui,G. J. F. Mattioli,,4001 | astronomie galactique,,,,OP 158,Observatoire,"Sur une pastille sur le côté de l'obturateur en bois, en cercle : ""SIMPLE & DOUBLE / RIDEAUX"". Au centre : ""MATTIOLI / B[REVE]TÉ S.G.D.G."".
Sur une pastille similaire, sur le côté opposé : ""POSE / INST"".
Sur un troisième côté, une roue dentée est fixée sur un disque gravé sur le pourtour des fractions ""1/12"", ""1/25"", ""1/35"", ""1/50"" et ""1/70"".
Au dos de la plaque photographique : ""EASTMAN KODAK COMPANY / ROCHESTER NEW YORK USA / MADE IN U.S.A.""",https://sws.geonames.org/2988507/ Paris,35 cm (hauteur) x 12 cm (largeur) x 16 cm (longueur),,Eastman Kodak Company,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4586,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Lampe de Locatelli,SEGUIN-0134,,,,,2022-03-07,1BA2951,16736,"Louis Locatelli, ingénieur d'origine semble-t-il vénitienne, installé à Paris, dépose le 19/05/1828 un brevet pour un ""nouveau système d'éclairage"" (date de délivrance 11/08/1828, cote de dossier INPI 1BA2951), connu par la suite sous la dénomination ""lampe de Locatelli"" (une partie du mécanisme est désigné par l'auteur ""astrolampe""). Un atelier de ferblantier-lampiste à son nom installé au 26 rue Ménilmontant est cédé à un certain M. Renard en 1855 (Almanach-Bottin 1854 p. 325, https://gallica.bnf.fr/ark:/12148/bpt6k6269398w ; 1855 p. 860 https://gallica.bnf.fr/ark:/12148/bpt6k62671515). Il semble qu'il ait testé son système à l'opéra La Fenice à Venise en 1825 (Oeuvres de Jules Lecomte, 1840-1844, https://gallica.bnf.fr/ark:/12148/bpt6k106360t, p. 640).
Les lampes de Locatelli sont souvent munies d'un réflecteur. Absent ici ?
Voir aussi Catalogue Ducretet 1905, http://cnum.cnam.fr/redir?M5591, p. 283","Les lampes de Locatelli avaient la caractéristique de fournir une source de rayonnement relativement constante et sans fumée, par la conception de leur mèche carrée et de leur système d'adduction d'huile vers le bec. Elles étaient ainsi particulièrement utilisées pour les expériences de photométrie ou de radiométrie. Les appareils de Melloni, constitués d'une série d'instrument fixés à un banc optique afin de mettre en évidence les propriétés de la ""chaleur rayonnante"" (rayonnement infrarouge) étaient souvent présentés avec une lampe de Locatelli comme source. Cet exemplaire a-t-il été utilisé dans l'observatoire, où il est aujourd'hui localisé, ou au sein de montages de photométrie avec d'autres instruments complémentaires situés dans le cabinet de physique ?",Bon état,3,"Bull. colonial, 29/10/1837, https://gallica.bnf.fr/ark:/12148/bpt6k6362839t
Manuel du ferblantier-lampiste, https://gallica.bnf.fr/ark:/12148/bpt6k9794308k, p. 96",,,,,4001 | 4038,,,,,Observatoire,"Sur le réservoir : ""R[ue]. MENILMONTANT / LAMPE / LOCATELLI""",https://sws.geonames.org/2988507/ Paris,"12,5 cm (hauteur) x 6,5 cm (largeur) x 9 cm (longueur)",,,1828-05-19,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2737 Coton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4585,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Support en marbre,SEGUIN-0133,,,,,2022-03-28,,16771,"Probablement fabriqué sur mesure pour l'observatoire.
Les valeurs d'encombrement sont celles de l'ensemble, prises à partir du plancher. La partie supérieure mobile mesure 43x14,8x43 cm (Lxlxh). L'ouverture circulaire du plateau mesure 6cm de diamètre. La fixation à mi-hauteur de la face est du bloc est située à 27cm du plateau. La plaque en métal sur la face supérieure mesure 11,5cm de long, et les trois trous taraudés forment un triangle équilatéral de 4cm de côté. L'échancrure côté ouest mesure approx. 5,5x10,5x8 cm (lxLxh).","L'ouverture circulaire présente dans le plateau semble alignée avec le méridien local de la lunette SEGUIN-0126 située à proximité immédiate. Donnant sur la cavité inférieure de l'observatoire, elle permettait peut-être de donner accès au bain de mercure situé en-dessous. Cela suggère l'utilisation de ce support en marbre pour les besoins d'ajustement de la lunette méridienne, comme un système de collimation ou une mire, l'instrument utilisé pour ce faire devant probablement être fixé au bloc de marbre grâce à la fixation située à mi-hauteur de ce dernier. Cet instrument n'a cependant pas été identifié. Les trous taraudés dans la plaque supérieure du bloc servaient probablement à visser les pieds d'un (autre ?) instrument optique non identifié. L'échancrure a probablement dû être évidée pour permettre l'insertion d'une partie de cet ou ces instruments (contrepoids ?).",Bon état,2,,,,,,4001,,,,,Observatoire,"Des traits de construction, visibles en lumière rasante, semblent gravés à la surface de la plaque métallique située sur la face supérieure du bloc. La lettre ""P"" manuscrite a peut-être été inscrite près du trou taraudé côté est (visible également en lumière rasante).",,"123 cm (hauteur) x 56 cm (largeur) x 57,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2305 Marbre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4584,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Lampe à huile,SEGUIN-0132,,,,,2022-03-07,,16737,,"Cette lampe à huile simple servait de source de lumière, peut-être lors des séances d'observation astronomiques, étant donné sa localisation actuelle dans l'observatoire. Le capuchon devait servir à éteindre la lampe.",Bon état. Pas de mèche ni de carburant,2,,,Intégrité: oui,,,4001 | 4038,,,,,Observatoire,,,10 cm (hauteur). Diamètre: 7 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4583,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Micromètre de spectroscope à prisme,SEGUIN-0131,,,4572,,2022-03-28,,16769,"Le spectroscope à quatre prismes signé J. Duboscq de l’observatoire de Besançon (IM25001975, voir aussi http://patrimoine.bourgognefranchecomte.fr/connaitre-le-patrimoine/les-ressources-documentaires/acces-aux-dossiers-dinventaire/etude/9703c191-7214-479b-ac10-4cd6e5d84e0d.html) est tout à fait similaire (au disque présent à l’extrémité du collimateur SEGUIN-0136, et absent sur celui de Besançon, près).","Cet instrument sert à projeter l'image d'un micromètre sur le spectre d'une source lumineuse, afin de permettre les mesures précises de position des raies ou bandes spectrales. Une flamme éclaire la lunette dont l'image est dirigée vers le prisme utilisé pour la portion de spectre observée, et une vis micrométrique permet d'ajuster la position du micromètre.",Bon état,1,"https://fr.wikipedia.org/wiki/Spectroscope | http://cnum.cnam.fr/redir?M20328_2
https://journals.openedition.org/bibnum/746",,Intégrité: oui,,,4040 | 4038,,,19335,OC 175,Cabinet de physique,,,8 cm (hauteur) x 5 cm (largeur) x 19 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4582,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Lunette achromatique à deux verres,SEGUIN-0130,,1837,,,2022-02-08,,16729,"Sur Honoré Flaugergues :
G. Bigourdan, Honoré Flaugergues, sa vie et ses travaux, Bulletin astronomique, 1884, 1885.
J.-M. Faidit, Napoléon et la comète impériale, Les Presses du Midi, 2019.
-, The observatories of Languedoc, J. Hist. Astr., 25(3), 1994, https://doi.org/10.1177%2F002182869402500303.
A. Mazon, Notice sur l’astronome Flaugergues de Viviers, Revue historique... du Vivarais, 1896.

Sur Putois :
Putois Etienne Antoine, Dictionary of precision Instrument-makers and related craftsmen, https://bibnum.explore.psl.eu/s/dictionarypim/ark:/18469/1qj1q.
Histoire de l'Académie royale des sciences : Année MDCCLXXXVII, 1789, Histoire céleste de l'année 1787, p. 30-31, https://books.google.fr/books?id=gLXOAAAAMAAJ&pg=RA1-PA30.
http://microscopist.net/AuGriffon.html
https://gw.geneanet.org/biju?lang=fr&n=putois&oc=0&p=etienne+antoine
“Putois, Etienne Antoine (1753-1828)”, Les procès-verbaux du Bureau des longitudes, http://bdl.ahp-numerique.fr/items/show/16018","Les aberrations chromatiques sont la principale limitation des lunettes astronomiques jusqu’au XVIIIe siècle. La réfraction de la lumière à travers les lentilles s'accompagne d'une dispersion selon la longueur d'onde, qui vient brouiller les images et modifier les couleurs. Mais l’opticien anglais John Dollond popularise dans les années 1750 un système de doublet de lentilles de verres différents (""crown"" et ""flint""), collées, compensant une grande partie de ces aberrations. C'est une révolution dans l'astronomie du XVIIIe. Des systèmes à trois lentilles (""triplets"") sont mis au point peu après, d'où l'appellation ""à deux verres"". Les opticiens français, dont Etienne Antoine Putois (1753-1828), s'efforcent d'imiter les innovations venues d'Angleterre. En 1785, Putois conçoit avec J. B. Grateloup un nouveau procédé de fabrication, présenté à l'Académie des sciences en 1787. Cet exemplaire est acquis par l'astronome amateur Honoré Flaugergues (en sa possession en 1798). il s’en sert tout au long de sa carrière à son observatoire personnel de Viviers (Ardèche). Elle a probablement servi à observer la grande ""comète impériale"" de 1811, décrite par Tolstoï dans Guerre et Paix, que Flaugergues est le premier à identifier. Après sa mort en 1830, Marc Seguin rachète ses instruments d'astronomie, semble-t-il en 1837, et les déménage d'abord à Annonay, puis à l'Abbaye de Fontenay, et enfin à Varagnes à partir de 1859. Elle devait probablement être utilisée avec un pied adapté.","Très bon état. Quelques tâches (de peinture ?) blanches, une entaille superficielle sur le bois",1,"https://fr.wikipedia.org/wiki/Honor%C3%A9_Flaugergues | https://fr.wikipedia.org/wiki/Doublet_achromatique | https://fr.wikipedia.org/wiki/C/1811_F1 | H.C. King, History of the telescope, 1955, 2003.",,Intégrité: oui,http://viaf.org/viaf/115157340816109922579 Etienne Antoine Putois,,4001 | astronomie galactique,,,17534,OP165,Observatoire,"Gravé sur la couronne métallique près de l'oculaire :
""Putois / Quai de l'Horloge Paris""",,11 cm (largeur) x 111 cm (longueur). Diamètre: 9 cm,L'oculaire mesure 10cm de long et 3cm de diamètre intérieur. Distance focale lunette : ~109cm ; ouverture : 7cm.,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4581,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pendule sidérale,SEGUIN-0129,,,,,2022-02-14,,16731,"Les valeurs d'encombrement concernent la caisse en bois, balancier exclu.
Il ne s'agit probablement pas de l'un des ""régulateurs horaires de Winnerl et de Berthoud"" mentionnés par Marchal et Seguin (Marc Seguin 1786-1875, 1957, p. 114), du fait de l'absence de signature et du caractère peu perfectionné de la pendule. Marc Seguin mentionne, dans un cahier d'observations conservé dans la bibliothèque de Varagnes, une pendule de Berthoud et une de Veybet(?) (observations datées de 1837, antérieures à son installation à Varagnes).
S'agit-il de l'une des deux ""pendules à secondes"" possédées par Honoré Flaugergues, et que Marc Seguin a pu racheter après son décès ? Flaugergues possédait une ""pendule à secondes"" avant 1786, et a acquis une deuxième ""pendule à secondes à échappement à ancre renversé"" en 1790.
Voir :
G. Bigourdan, Honoré Flaugergues, sa vie et ses travaux, Bulletin astronomique, 1884, 1885.
J.-M. Faidit, Napoléon et la comète impériale, Les Presses du Midi, 2019.
--, The observatories of Languedoc, J. Hist. Astr., 25(3), 1994, https://doi.org/10.1177%2F002182869402500303.
A. Mazon, Notice sur l’astronome Flaugergues de Viviers, Revue historique... du Vivarais, 1896.","La pendule sidérale, ou astronomique, encore appelée par métonymie ""régulateur"" pour les plus précises d'entre elles (ce qui ne semble pas être le cas de celle-ci, assez simple), était le compagnon indispensable d'une lunette méridienne pour les observations méridiennes, consistant à déterminer les coordonnées célestes d'étoiles en observant leur passage au méridien local (culmination). La pendule est réglée sur le temps sidéral local, qui dépend de la longitude du lieu. Une heure sidérale étant légèrement plus longue qu'une heure solaire, on ajuste la longueur du balancier afin d'allonger suffisamment sa période. L'angle horaire d'un astre étant par définition égal à zéro lors de son passage au méridien, la lecture du temps sidéral local au moment du passage donne directement l'ascension droite de l'astre. Avec la déclinaison, mesurée grâce à la lunette méridienne munie d'un cercle divisé, elles constituent les coordonnées équatoriales de l'astre, indépendantes du lieu ou de la date d'observation.
Afin d'éviter au mieux les perturbations de leur marche, les pendules astronomiques ne comportent généralement pas de sonnerie, contrairement aux pendules usuelles ; celle-ci semble en posséder une.",Bon état. Les aiguilles sont manquantes,3,http://www.astrosurf.com/toussaint/dossiers/heuredetoiles/heuredetoiles.htm | https://gallica.bnf.fr/ark:/12148/bpt6k9818380k/,,Intégrité: non,,,4001 | astronomie galactique,,,17534 | 19753,Oc176,Observatoire,"Le cadran est gradué de 0 à 60 à l'unité, avec chiffraison de 10 à 60 par échelons de 5. La molette servant au réglage de la hauteur de la lentille est divisée en 20 segments chiffrés de 0 à 19.",,14 cm (hauteur) x 20 cm (largeur) x 37 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4580,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Théodolite répétiteur à deux lunettes,SEGUIN-0128,,,,,2022-02-14,,16732,"Des empreintes digitales sont très nettement imprimées par corrosion du métal sur le limbe du cercle principal.
Une photo intitulée ""L'Eclipse"" représente une séance d'observation astronomique en famille sur la terrasse de l'observatoire, au moyen du théodolite répétiteur sur son chevalet, sorti pour l'occasion.
Les valeurs d'encombrement sont celles du théodolite seul.
Sur Gambey :
""Gambey, Henri Prudence"", Dict. of precision instrument-makers, https://bibnum.explore.psl.eu/s/dictionarypim/ark:/18469/2p9jp
Instruments apparentés :
Buron, Prix-courant de la manufacture d'instruments d'optique et de mathématiques, 1844, p. 90, http://cnum.cnam.fr/CGI/fpage.cgi?M9853/98/100/120/0/0
https://observatoiredeparis.ideesculture.fr/index.php/Detail/objects/30289, inv. n° 169","Cet instrument est un théodolite, c'est-à-dire un instrument permettant la visée d'une direction dans une lunette et décomposant cette direction selon deux angles, que l'on peut lire simultanément sur les deux cercles divisés de l'instrument. Ce modèle est également répétiteur, c'est-à-dire qu'il combine son fonctionnement avec le principe d'un cercle répétiteur, permettant d'accumuler plusieurs mesures d'un même angle afin de diviser d'autant l'erreur de mesure. Le cercle principal pouvant pivoter sur son axe, il permet non seulement de mesurer des angles en hauteur et azimut (cercle en position verticale), mais aussi en coordonnées horaires ou équatoriales (déclinaison, ou hauteur sur l'équateur céleste, et angle horaire ou ascension droite le long de cet équateur), moyennant une bonne orientation. Ces spécificités, sa position dans l'observatoire, et des archives photographiques attestent d'un usage essentiellement astronomique.","Bon état. Pince de serrage du cercle horizontal malmenée & fragilisée. Nombreuses tâches et traces de corrosion. Réticules des deux lunettes absents, ainsi que l'oculaire de la lunette inférieure (Ø2cm)",2,"https://fr.wikipedia.org/wiki/Th%C3%A9odolite | https://fr.wikipedia.org/wiki/Cercle_r%C3%A9p%C3%A9titeur | https://cral-perso.univ-lyon1.fr/labo/fc/cdroms/docu_astro/reperage/theodolite/ | F. Arago, Astronomie populaire, t. 1, 1864-1867, p. 223 et suiv., https://gallica.bnf.fr/ark:/12148/bpt6k3465r/f240.item",,Intégrité: oui. Fonctionnel,http://viaf.org/viaf/18005463 Henri Gambey,,4001 | astronomie galactique,,,19779 | 19757,Oc174,Observatoire,"Gravé sur le limbe du cercle principal : ""Gambey à Paris"" (difficilement lisible), ainsi qu'une graduation circulaire de 0 à 360 degrés, chiffrée de 10 en 10, et graduée tous les 10, 5, unités et quart d'unité (15 minutes d'arc).
Les deux niveaux à bulle présentent une graduation symétrique autour du milieu, non chiffrée.
Le limbe du cercle secondaire (horizontal) est gravé avec une graduation circulaire de 0 à 360 degrés chiffrée tous les 10, et graduée tous les 10, 5, unités et tiers d'unités (20 minutes d'arc). Ce cercle est muni d'un vernier présentant une graduation illisible, probablement de 0 à 30 degrés.",https://sws.geonames.org/2988507/ Paris,44 cm (hauteur) x 24 cm (largeur) x 34 cm (longueur),"Diam. cercle : Ø21cm. Longueur lunettes : 29cm. Ouverture : Ø2,5cm.",,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4579,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Télescope de Foucault,SEGUIN-0127,1873,1873,,,2022-01-17,,16688,"La dénomination ""de Foucault"" ne signifie pas que Foucault lui-même a participé à la fabrication, ni vérifié le travail final (pas de signature relevée). L'expression fait référence à la conception de l'instrument (""système Foucault""). N.B.: la monture est datée 1873 ; Foucault décédé en 1868 (le télescope lui-même peut cependant être antérieur). Eichens fut proche collaborateur de Foucault, et fabriqua la plupart des montures équatoriales de télescopes de type Foucault et leurs régulateurs installés dans le dernier tiers du XIXe siècle. Voir:
Tobin, J. Astron. Hist. Herit. 19(2), 106-184, 2016, https://ui.adsabs.harvard.edu/abs/2016JAHH...19..106T/abstract.
""Eichens Willem Frédéric Guillaume"", Dict. of precision instrument-makers, https://bibnum.explore.psl.eu/s/dictionarypim/ark:/18469/1q2bg.
Gravure dans André & Rayet, L'Astronomie pratique…, 2e part., 1874, p. 121.
D'après Tobin 2016, similaire au télescope de l'U. Montpellier, signé Eichens 1877, MH2006 (PM34001863), n°inv. 4029, https://collections.umontpellier.fr/collections/astronomie/item/3-astronomie/123-telescope-de-foucault
Régulateur sim. : https://cosmos.obspm.fr/index.php/Detail/objects/30483, n°inv. 362.","La monture de ce télescope est dite équatoriale car son cercle horaire est parallèle à l'équateur céleste une fois la monture orientée pour une latitude donnée. Elle sert à faciliter le suivi des astres au cours de la nuit. Une fois le télescope pointé vers un astre, on fixe sa déclinaison, et une rotation suivant seulement le cercle horaire permet de suivre sa course apparente. L'automatisation de la poursuite est faite par mouvement d'horlogerie, dont l'entrainement compense exactement l'effet de la rotation de la Terre, le cercle horaire étant parcouru en un jour sidéral. Afin de produire une marche uniforme ne perturbant pas les observations, les régulateurs à échappement utilisés dans les pendules usuelles étaient impraticables. Les régulateurs conçus par Foucault vont contribuer à adapter les mouvements d'horlogerie aux télescopes dans la seconde moitié du siècle. Ce modèle est à ailettes : le frottement de l'air sur les ailettes, qui augmente avec leur entrainement, exerce un couple variable sur le mouvement qui le stabilise en retour.","Bon état. Oculaire du chercheur manquant (Ø2cm). Loupes de lecture du cercle horaire (Ø2,5cm) et du cercle de déclinaison (Ø1,8cm) idem. Une lame de verre dépoli du limbe de ce dernier manquante",1,"http://serge.bertorello.free.fr/optique/montures/montures.html | https://www.youtube.com/watch?v=F7fiwntmd1o | https://astronomie-pratique.com/monture-equatoriale/ | https://tobin.fr/HoS.html | H.C. King, The History of the Telescope, Dover, 2003
W. Tobin, Léon Foucault, EDP Sciences, 2002
http://www.foucault.science.gouv.fr/page15
http://www.foucault.science.gouv.fr/page18",Foucault,Intégrité: oui,http://viaf.org/viaf/2789918 W. Eichens,,4001 | astronomie galactique,,,,Oc177,Observatoire,"Sur le boitier du régulateur :
""W EICHENS, PARIS / 1873"".
Pas de signature notée sur le miroir.
La crémaillère de l'oculaire est graduée à l'unité et chiffrée tous les 5. Autour, un disque est gradué en 360 degrés à l'unité, chiffré tous les 20.
Le limbe du cercle de déclinaison est gradué en degrés, demi-degrés, 15 minutes d'arc, et chiffré toutes les 5 unités. Un vernier est gradué symétriquement de 0 à 15, à l'unité et demi-unité, chiffré tous les 5. A une extrémité est inscrit ""Pos. I"", à l'autre ""Pos. II"".
Le limbe du cercle horaire, sur sa face inférieure, est gradué et chiffré en heures, puis gradué en minutes, chiffrées aux minutes 0, 20 et 40.",https://sws.geonames.org/2988507/ Paris,185 cm (hauteur) x 50 cm (largeur) x 65 cm (longueur),"Tube: 138x22cm (LxØ). Miroir principal: Ø20cm, focale ~140cm (ouverture f/7). Axe transverse de la monture: 87cm à p. du milieu du tube. Cercle horaire: ~Ø29cm. Cercle de déclinaison: ~Ø31cm.",,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4578,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Lunette méridienne,SEGUIN-0126,,,,,2021-12-20,,16669,"Une trappe en bois dans le plancher, située à la verticale du cube central, donnait accès à un bain de mercure situé sous de la lunette. Le toit au-dessus de la lunette, dans le plan méridien, est constitué d'une suite de trappes permettant son ouverture quelle que soit l'orientation de la lunette. Le bain de mercure a probablement bénéficié des expérimentations réalisées à Fontenay (cf. CR de l'Académie des sciences, séance du 11 oct. 1852, t. 35, p. 503-504). Cette publication, ainsi que la présence d'une mire méridienne, y attestent d'observations méridiennes. Un ms. de Marc Seguin de 1851 conservé à Varagnes laisse penser que cette même lunette, alors ""sur support mobile et tournant"", fut transférée de Fontenay à une ""succursale"" installée à Annonay en 1851, avant de rejoindre certainement Varagnes dans les années 1860. Son pied mobile a alors probablement été éliminé lors de la construction de son installation fixe actuelle. P.E. Marchal et L. Seguin, dans Marc Seguin 1786-1875 (J. Cuzin, 1957, p. 114), parlent d'une ""lunette méridienne de Ramsden"" à Varagnes, bien qu'aucun indice ne corrobore un lien entre cet instrument et le célèbre fabricant Jesse Ramsden.","La lunette méridienne était l'instrument phare de l'astronomie de position, servant à déterminer avec la plus grande précision les coordonnées d'une étoile de référence, à une heure donnée. Pour cela, la lunette est fixée dans le plan du méridien local (axe Nord-Sud), et l'observateur attend que l'étoile visée passe par le méridien, figuré par un fil dans le réticule de la lunette, au cours de sa trajectoire apparente d'est en ouest (""culmination""). Il note l'heure du passage indiquée par une pendule sidérale à proximité (voir SEGUIN-0129) et la hauteur de l'astre sur l'horizon grâce au cercle divisé. La pose de l'axe sur deux piliers en pierre indépendants du reste du bâtiment doit permettre d'éviter les vibrations transmises par le bâti. Le bain de mercure situé à la verticale du cube central de la lunette permettait de viser le nadir par réflexion de l'image du réticule, afin de vérifier l'alignement de l'instrument par auto-collimation. La lanterne permettait d'éclairer le réticule à l'intérieur de l'axe. L'installation fixe de cette lunette prévue initialement pour être portative devait semble-t-il être complétée par un cercle méridien, bien plus grand et précis que le cercle actuel, fixé au pilier ouest. Le support en marbre SEGUIN-0133, aligné avec la lunette, servait peut-être à la correction des erreurs azimutales. Un micromètre à fils est présent dans la boite d'accessoires SEGUIN-0156, dont la correspondance avec la lunette reste à vérifier.",Bon état. Réticule et oculaire avec micromètre manquants,1,"https://fr.wikipedia.org/wiki/Lunette_m%C3%A9ridienne | http://www2.culture.gouv.fr/culture/revue-inv/PJ/n7-d17/index.html | https://doi.org/10.4000/insitu.9177
https://gallica.bnf.fr/ark:/12148/bpt6k9818380k
https://gallica.bnf.fr/ark:/12148/bpt6k2992n/f507",,Intégrité: non. Non fonctionnel,,,4001 | astronomie galactique,,,17534,Oc173,Observatoire,"Le cercle divisé est gradué sur son limbe de 0 à 360 degrés, chiffré de 0 à 350 par échelons de 10, avec des graduations d'échelons 10, 5, unité puis demi-unité. Le vernier du cercle est gradué de 0 à 30 degrés par échelons de 10, 5 puis à l'unité, et chiffré de 0 à 30 tous les 10 degrés. La nivelle fixée au cercle est graduée symétriquement autour de la graduation centrale, non chiffrée.
Sur le pilier est, côté intérieur, en noir : ""S G / 2"".
Pas de signature ni d'autres inscriptions visibles.",,22 cm (hauteur) x 81 cm (largeur) x 85 cm (longueur),"Ouverture côté oculaire Ø2cm, côté objectif Ø6cm. Système optique : L=80cm. Axe de rotation : l=67cm. Piliers : écartement l=64cm, h depuis le plancher 102,5cm. Cercle gradué Ø19cm.",,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
