o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:identifier,dcterms:created,dcterms:isVersionOf,crm:P44_has_condition,rico:documents,rico:hasCreator,rico:hasDocumentaryFormType,rico:hasOrHadPhysicalLocation,rico:hasOrHadSubject,rico:hasPublisher,rico:hasReceiver,rico:hasRecordSetType,rico:isDraftOf,rico:location
16786,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B1.1.1/13,,,,,3930,Correspondance,,,,Mimi,,,
16785,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B1.1.1/12,1894-05-20,,,,L. Seguin,Correspondance,,,,3947,,,https://sws.geonames.org/2988507/ Paris
16784,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B1.1.1/11,1894-05-22,,,,L. Seguin,Correspondance,,,,Mimi,,,https://sws.geonames.org/2988507/ Paris
16783,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B1.1.1/10,1894-05-20,,,,Le supérieur du petit séminaire de l’argentier,Correspondance,,,,3947,,,
16782,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B1.1.1/1,,,,,3923,Correspondance,,,,3947,,,
16781,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B1.1.1,1894,,,,,,,,,,Sous-dossier d'archives,,
16780,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B1.1,1894/1900,,,,,,,,,,Dossier d'archives,,
16779,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B1,1879/1909,,,,,,Bureau de Marc Seguin Travée 1 étagère 7,,,,Sous-série d'archives,,
16778,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B1-B4,1834/1916,,,,,,,,,,Série d'archives,,
16777,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.7,,,,,,Correspondance,,,,,Dossier d'archives,,
16776,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.6,,,,,,Correspondance,,,,,Dossier d'archives,,
16775,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.5,1903/1905,,,,,Correspondance,,,,,Dossier d'archives,,
16774,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.4,1905,,,,,Correspondance,,,,,Dossier d'archives,,
16773,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.3,1905,,,,,Correspondance,,,,,Dossier d'archives,,
16772,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.2,1915/1918,,,,,Correspondance,,,,,Dossier d'archives,,
16771,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18.1,1915/1918,,,,,Correspondance,,,,,Dossier d'archives,,
16770,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B18,1903/1918,,,,,,Salon rouge,,,,Sous-série d'archives,,
16769,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.9,1900/1909,,,,,Correspondance,,,,,Dossier d'archives,,
16768,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.8,1883/1886,,,,,Correspondance,,,,,Dossier d'archives,,
16767,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.7,1900/1915,,,,,Correspondance,,,,,Dossier d'archives,,
16766,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.6,1900/1915,,,,,Correspondance,,,,,Dossier d'archives,,
16765,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.5,1910/1915,,,,,Correspondance,,,,,Dossier d'archives,,
16764,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.4,1903/1906,,,,,Correspondance,,,,,Dossier d'archives,,
16763,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.3,1895/1905,,,,,Correspondance,,,,,Dossier d'archives,,
16762,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.2,1895/1905,,,,,Correspondance,,,,,Dossier d'archives,,
16761,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.11,1883,,,,,Correspondance,,,,,Dossier d'archives,,
16760,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.10,1915,,,,,Correspondance,,,,,Dossier d'archives,,
16759,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17.1,1895/1905,,,,,Correspondance,,,,,Dossier d'archives,,
16758,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B17,1883/1915,,,,,,Bureau de Marc Seguin Travée 1 étagère 7,,,,Sous-série d'archives,,
16757,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.9,1899/1906,,,,,Correspondance,,,,,Dossier d'archives,,
16756,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.8,1894/1906,,,,,Correspondance,,,,,Dossier d'archives,,
16755,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.7,1897/1905,,,,,Correspondance,,,,,Dossier d'archives,,
16754,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.6,1902,,,,,Correspondance,,,,,Dossier d'archives,,
16753,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.5,,,,,,Correspondance,,,,,Dossier d'archives,,
16752,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.4,1900/1909,,,,,Correspondance,,,,,Dossier d'archives,,
16751,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.3,,,,,,Correspondance,,,,,Dossier d'archives,,
16750,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.2,1880/1889,,,,,Correspondance,,,,,Dossier d'archives,,
16749,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.13,1885/1905,,,,,Correspondance,,,,,Dossier d'archives,,
16748,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.12,,,,,,Correspondance,,,,,Dossier d'archives,,
16747,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.11,,,,,,Correspondance,,,,,Dossier d'archives,,
16746,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.10,,,,,,Correspondance,,,,,Dossier d'archives,,
16745,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16.1,1895/1918,,,,,Correspondance,,,,,Dossier d'archives,,
16744,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16,1880/1918,,,,,,Bureau de Marc Seguin Travée 1 étagère 7,,,,Sous-série d'archives,,
16743,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B16-B18,1880/1918,,,,,,,,,,Série d'archives,,
16742,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Table chronologique des principaux événements de l'histoire de France,B15.8/2,,,,,,Livre,,,,,,,
16741,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Novelle morali di Francesco Soave, Partie II",B15.8/1,1857,,,,,Livre,,,"Vve Baudry, libreria europea, 12, via Bonaparte",,,,https://sws.geonames.org/2988507/ Paris
16740,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.8,1857,,,,,,,,,,Dossier d'archives,,
16739,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.7,,,,,,Archives familiales,,,,,Dossier d'archives,,
16738,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.6,1905,,,,,Archives familiales,,,,,Dossier d'archives,,
16737,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/7,1871-03-03,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/3037514/ Annonay
16736,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/6,1870-04-26,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/2998696/ Château de la Servette (Leyment)
16735,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/5,1869-12-29,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/2988507/ Paris
16734,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/4,1869-12-05,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/2996944/ Lyon
16733,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/3,1868-12-20,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/2992953/ Montbard
16732,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/2,1857-05-28,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/2996944/ Lyon
16731,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.5/1,1857-05-28,,,,,Archives familiales,,,,3935 | 3934,,,https://sws.geonames.org/2996944/ Lyon
16730,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.5,1857/1871,,,,,,,,,,Dossier d'archives,,
16729,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.4,1856/1869,,,,,Comptabilité,,,,,Dossier d'archives,,
16728,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.3/3,1868/1870,,,,,,,,,,,,
16727,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.3/2,,,,,,,,,,,,,
16726,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B15.3/1,,,"contenant : boîte ronde bleue ""Dal 1878 Venchi Buono Buonissimo""",,,,,,,,,,
16725,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.3,1868/1870,,,,,,,,,,Dossier d'archives,,
16724,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.2,,,,,,,,,,,Dossier d'archives,,
16723,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Détail estimatif,B15.1/9,,,,,3935,,,,,,,,
16722,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Chaux hydrauliques du Teil,B15.1/8,,,,,Usine de la chaux hydrauliques du Teil,Correspondance,,,,,,,
16721,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Rapport par le conseil d'administration à l'assemblée générale ordinaire et extraordinaire du 6 avril 1872,B15.1/7,1872,,,3992,Crédit Lyonnais,,,,,,,,
16720,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Rapport des commissaires, exercice 1871",B15.1/6,1872,,,3992,Crédit Lyonnais,,,,,,,,
16719,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Compagnie des Dombes des chemins de fer du sud-est, émission de 40.000 obligations rapportant 15 francs d'intérêt par année",B15.1/5,,,,,Compagnie des Dombes,,,,,,,,
16718,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Société des ingénieurs civils, extrait du procès-verbal de la séance du 19 novembre 1869",B15.1/4,1869-11-19,,,,Société des ingénieurs civils,,,,,,,,
16717,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Lignes du Bourbonnais, tableau indicatif des lots à soumissionner avant le 30 mars 1863 pour travaux de terrassements et ouvrages d'art",B15.1/3,1863,,,3991,Compagnie des chemins de fer de Paris à Lyon et à la Méditerranée,,,,,,,,
16716,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"Chemin de fer du Dauphiné, conseil municipal du Grand-Lemps",B15.1/2,1859-05,,,,Cheminde fer du Dauphiné,,,,,,,,
16715,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Tunnels,B15.1/10,,,,,3935,,,,,,,,
16714,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Situation au 31 août 1857,B15.1/1,1857-08-31,,,,,,,,,,,,
16713,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15.1,1857/1872,,,,,,,,,,Dossier d'archives,,
16712,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B15,1856/1905,,,,,,Bureau de Marc Seguin Travée 2 étagère 7,,,,Sous-série d'archives,,
16711,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.9/3,1854-02-14/1854-02-15,,,,"Bimay , comptable de l’entreprise",Correspondance,,,,3935,,,https://sws.geonames.org/3027484/ Chalon-sur-Saône
16710,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.9/2,1853-09-21,,,,"Bimay , comptable de l’entreprise",Correspondance,,,,3935,,,
16709,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.9/1,1852-10-20,,,,"Bimay , comptable de l’entreprise",Correspondance,,,,3935,,,https://sws.geonames.org/3027484/ Chalon-sur-Saône
16708,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.9,1852/1854,,,,,,,,,,Sous-dossier d'archives,,
16707,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.8,1870,,,,,Archives,,,,,Sous-dossier d'archives,,https://sws.geonames.org/2988507/ Paris
16706,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.7,1855,,,,,Correspondance,,,,,Sous-dossier d'archives,,https://sws.geonames.org/2988507/ Paris
16705,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.6/6,,,,,E. Cuzin,Archives,,,,3935 | 3936,,,
16704,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.6/5,1859-10-28,,,,E. Cuzin,Correspondance,,,,3935 | 3936,,,https://sws.geonames.org/3028808/ Cannes
16703,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.6/4,1857-05-28,,,,E. Cuzin,Correspondance,,,,3935 | 3936,,,
16702,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.6/3,1857-06-04,,,,E. Cuzin,Correspondance,,,,3935 | 3936,,,
16701,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.6/2,1856-09-24,,,,E. Cuzin,Correspondance,,,,3935 | 3936,,,
16700,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.6/1,1856-08-12,,,,E. Cuzin,Correspondance,,,,3935 | 3936,,,
16699,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.6,1856/1859,,,,,,,,,,Sous-dossier d'archives,,
16698,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.5/3,1872-06-14,,,3987,Petrus Meynet,Correspondance,,4008,,3935 | 3936,,,https://sws.geonames.org/2996944/ Lyon
16697,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.5/2,1871-07-14,,Document endommagé,3987,Chantiers de la Buire,Correspondance,,4008,,,,,
16696,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.5/1,1852-12-04,,,,Petrus Meynet,Correspondance,,,,3935 | 3936,,,
16695,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.5,1852/1872,,,,,,,,,,Sous-dossier d'archives,,
16694,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/8,1856-10-20,,,,M. Petiot,Archives,,,,3935,,,
16693,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/7,1857-07-02,,,,M. Petiot,Correspondance,,,,3935,,,https://sws.geonames.org/3176959/ Florence
16692,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/6,1857-06-19,,,,M. Petiot,Correspondance,,,,3935,,,https://sws.geonames.org/3176959/ Florence
16691,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/5,1857-06-09,,,,M. Petiot,Correspondance,,,,3935,,,https://sws.geonames.org/3176959/ Florence
16690,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/4,1857-06-13,,,,M. Petiot,Correspondance,,,,3935 | 3936,,,https://sws.geonames.org/3176959/ Florence
16689,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/3,1857-05-20,,,,M. Petiot,Correspondance,,,,3935 | 3936,,,https://sws.geonames.org/3176959/ Florence
16688,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/2,1856-09-05,,,,M. Petiot,Plans et iconographie,,,,3935,,,https://sws.geonames.org/3176959/ Florence
16687,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.4/1,1856-09-05,,,,M. Petiot,Correspondance,,,,3935,,,https://sws.geonames.org/3176959/ Florence
16686,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.4,1856/1857,,,,,,,,,,Sous-dossier d'archives,,
16685,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.3/3,,,,,Calvet Rogniat,Archives,,,,3935,,,
16684,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.3/2,,,,,Calvet Rognat,Correspondance,,,,3935,,,
16683,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.3/1,,,,,,Archives,,,,,,,
16682,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.3,,,,,,,,,,,Sous-dossier d'archives,,
16681,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/9,1859-02-14,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16680,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/8,1859-02-12,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16679,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/7,1859-02-11,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16678,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/6,1859-02-08,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16677,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/5,1859-02-07,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16676,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/4,1859-02-05,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16675,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/3,1859-02-02,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16674,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/2,1859-02-01,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16673,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/18,1859-03-27,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16672,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/17,1859-03-21,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16671,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/16,1859-03-17,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16670,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/15,1859-03-16,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16669,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/14,1859-03-15,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16668,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/13,1859-03-14,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16667,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/12,1859-03-13,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16666,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/11,1859-02-17,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16665,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/10,1859-02-15,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16664,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.2/1,1859-01-29,,,,L. Peiron,Correspondance,,,,3934,,,https://sws.geonames.org/3028431/ Bregadan (Cassis)
16663,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.2,1859,,,,,,,,,,Sous-dossier d'archives,,
16662,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.17,,,,,,,,,,,Sous-dossier d'archives,,
16661,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,"A. M. A. Renouard [barré] A M. Agard, directeur de la compagnie des salines du Midi à Aix",B14.2.16/9,,,,,,,,,,,,,
16660,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/8,,,,,,,,,,,,,
16659,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/7,1858-12-27,,,,M. Laise,Correspondance,,,,3935,,,
16658,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Agence générale pour la prise et la vente des brevets d’invention,B14.2.16/6,,,,,M. Guy,,,,,,,,
16657,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,Chemins de fer du Dauphiné. Jonction de la ligne Bourgoin avec celle de Grenoble,B14.2.16/5,1859-05-26,,,,,,,,,À messieurs les membres du Conseil municipal de la ville de Grenoble,,,https://sws.geonames.org/3003991/ Le Grand-Lemps
16656,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/4,,,,,,Archives,,,,,,,
16655,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/3,,,,,,Correspondance,,,,,,,
16654,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/2,1858-04-07,,,,Le secrétaire général de la préfecture du Rhône,Correspondance,,,,M. Perret,,,https://sws.geonames.org/2996944/ Lyon
16653,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,The Woman in white,B14.2.16/11,,,,,,,,,,,,,
16652,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/10,,,,,,,,,,,,,
16651,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.16/1,1872-05-21,,,3991,Un inspecteur principal de l’exploitation du chemin de fer Paris-Lyon-Méditerranée,Correspondance,,,,3955,,,https://sws.geonames.org/2996944/ Lyon
16650,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.16,1858/1872,,,,,,,,,,Sous-dossier d'archives,,
16649,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.15/4,1857-06-28,,,,3970,Correspondance,,,,3935,,,https://sws.geonames.org/7874015/ Fontenay
16648,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.15/3,1853-06-10,,,,3970,Correspondance,,,,3935,,,https://sws.geonames.org/3037514/ Annonay
16647,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.15/2,1852-08-28,,,,3970,Correspondance,,,,3935,,,
16646,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.15/1,1847-06-25,,,,3970,Correspondance,,,,3935,,,
16645,Archives Seguin de Varagnes,rico:RecordSet,thomas.chaineux@chartes.psl.eu,true,,B14.2.15,1847/1857,,,,,,,,,,Sous-dossier d'archives,,
16644,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.14/8,,,,,,Archives,,,,,,,
16643,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.14/7,1861-07-15,,,,M. Four,Correspondance,,,,3935 | 3936,,,
16642,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.14/6,1861-07-13,,,,M. Four,Correspondance,,,,3935 | 3936,,,
16641,Archives Seguin de Varagnes,rico:Record,thomas.chaineux@chartes.psl.eu,true,,B14.2.14/5,1861-06-28,,,,M. Four,Correspondance,,,,3935 | 3936,,,
